93.704,37.943,3.1454,0.168,0.1011,53.257,89.057,11.818,14.122,231.9,1
102,22.002,3.3161,0.1064,0.0724,-54.086,43.055,-15.065,88.464,274.94,1
100.28,21.878,3.11,0.312,0.1446,-48.183,57.655,-9.6341,20.785,346.43,1
91.656,18.829,2.7097,0.4386,0.342,-52.684,-97.837,-17.096,63.883,130.8,1
38.02,12.674,2.8747,0.4084,0.1928,-51.484,8.3471,7.962,24.54,163.87,1
215.32,67.824,3.4396,0.1363,0.0725,298.61,-95.077,-57.221,76.924,243.06,1
160.07,87.045,4.003,0.094,0.0508,-31.924,-169.28,-54.781,10.203,292.76,1
19.791,19.353,2.646,0.5332,0.2678,14.771,4.8395,-9.4805,80.043,63.756,1
49.899,12.636,2.5172,0.3191,0.1626,-47.5,17.219,-8.8468,35.934,204.9,1
61.039,9.9631,2.6232,0.3667,0.194,29.489,50.759,-7.303,64.208,243.6,1
177.89,59.135,3.9456,0.0736,0.0557,-208.57,-127.64,38.813,88.99,263.91,1
98.811,75.982,3.8184,0.1509,0.0789,-29.941,-88.866,13.263,8.08,370.69,1
150.3,32.541,2.799,0.4486,0.2785,-167.78,107.55,17.163,25.305,298.52,1
21.395,10.984,2.5729,0.5829,0.3222,15.41,18.353,-3.9265,64.738,70.418,1
95.373,46.08,3.1073,0.2005,0.1226,55.344,69.614,37.29,43.133,333.24,1
11.532,10.667,2.6301,0.5927,0.3457,1.3976,24.256,-5.7455,5.6915,167.98,1
28.156,24.144,2.8159,0.2765,0.1429,-12.693,-14.241,13.769,74.558,85.31,1
146.42,42.474,2.9893,0.2665,0.2067,-160.42,-8.524,-29.392,7.2265,232.51,1
25.735,9.5793,2.7412,0.5898,0.3058,30.974,16.623,-2.7698,88.628,165.78,1
134.83,43.166,2.8715,0.2553,0.146,85.564,146.22,-34.903,19.173,147.25,1
51.379,19.099,2.702,0.3098,0.1698,-35.732,-40.116,-16.293,22.129,231.84,1
18.491,9.7635,2.4829,0.6579,0.3734,-1.806,7.652,6.726,33.816,188.87,1
115.52,27.145,3.1543,0.2593,0.148,-172.66,108.18,8.9205,34.079,290.81,1
171.92,51.008,3.2895,0.2791,0.169,-106.2,-229.39,37.609,67.827,275.92,1
18.033,10.729,2.1553,0.5524,0.2972,-0.7818,5.9843,-5.2092,69.938,222.66,1
94.017,65.599,3.7464,0.1547,0.0817,86.751,73.607,-50.701,89.766,296.82,1
146.81,75.58,3.2641,0.0887,0.049,106.66,142.3,32.407,78.634,176.42,1
22.31,15.068,2.3535,0.5549,0.3182,29.272,-4.5585,6.6847,34.05,51.137,1
35.605,14.776,2.9632,0.3554,0.2024,-4.1669,25.67,7.4827,41.381,232.32,1
66.237,49.487,2.8774,0.2931,0.1744,-26.211,-44.362,-38.84,40.313,334.4,1
148.38,58.63,3.2086,0.314,0.2129,-135.51,106.1,36.269,35.526,342.28,1
34.626,18.276,2.7611,0.4234,0.2249,31.747,41.508,-8.8158,87.793,139.08,1
135,95.86,3.3018,0.2299,0.0956,147.34,-89.261,-51.645,18.521,197.4,1
59.987,28.575,2.7873,0.2267,0.1375,87.879,-20.333,-15.203,54.755,153.49,1
38.629,11.201,2.8199,0.3997,0.2279,2.1462,19.422,-7.3166,43.427,142.18,1
9.4412,7.8352,2.3029,0.609,0.364,-5.8695,11.115,7.1603,23.191,239.89,1
14.316,7.6633,2.501,0.516,0.2509,-16.49,-22.301,-5.4934,78.119,262.86,1
28.7,17.791,2.3784,0.4393,0.2322,10.356,-22.96,-13.476,42.532,52.366,1
129.93,38.311,3.8703,0.0992,0.0537,147.35,97.512,-9.9733,49.379,218.4,1
108.2,67.606,3.4777,0.1505,0.0846,-47.975,-78.197,42.024,71.638,322.85,1
45.186,10.166,2.6716,0.5069,0.295,-28.994,-36.03,-10.272,79.582,205.32,1
28.771,10.149,2.2889,0.4884,0.2905,7.0959,19.247,5.4223,50.347,57.954,1
27.934,11.58,2.6385,0.4759,0.2655,10.424,16.43,-8.8598,73.565,213.71,1
177.66,55.874,3.359,0.2035,0.1087,-89.384,-156.01,24,2.3331,272.08,1
198.06,42.545,3.6965,0.2037,0.1079,-233.72,-128.74,27.063,57.052,362.62,1
107.1,24.638,2.9901,0.4153,0.2481,-130.96,65.903,-19.834,27.465,331.16,1
22.281,10.2,2.4688,0.5317,0.3049,19.825,23,-5.5027,22.42,79.068,1
35.363,13.392,2.6191,0.4646,0.2641,-10.3,-17.351,-1.1125,85.083,191.08,1
23.419,15.455,2.4942,0.6764,0.3256,-4.1531,-17.348,19.839,83.199,21.972,1
141.63,32.468,3.3462,0.2141,0.1183,-23.151,82.362,-28.075,32.736,308.03,1
45.562,17.536,2.6085,0.2685,0.1367,81.966,-38.1,-5.1302,54.251,241.77,1
34.316,12.809,2.7185,0.4302,0.2189,-3.5192,15.612,9.5735,81.871,158.93,1
120.99,37.368,3.6852,0.1414,0.0829,-36.009,43.667,20.2,7.854,323.98,1
17.217,14.093,2.521,0.4344,0.2447,30.807,13.404,10.773,54.531,230.17,1
141.47,65.704,3.5155,0.2149,0.1501,-104.61,-168.9,81.153,33.431,270.62,1
24.914,11.086,2.4812,0.4455,0.2323,24.656,20.088,1.2165,33.145,227.28,1
34.97,15.469,2.7549,0.3435,0.1862,29.001,30.562,5.4633,40.203,194.68,1
13.128,10.509,2.224,0.7821,0.4866,-13.218,-5.1053,10.361,43.916,122.29,1
44.766,19.734,2.8092,0.3801,0.2242,30.561,50.199,9.2919,77.609,229.45,1
149.86,64.304,3.835,0.1026,0.0574,79.646,154.96,37.629,62.744,75.989,1
25.397,14.254,2.7105,0.5063,0.2697,33.122,-7.5952,10.681,46.44,185.93,1
13.367,10.481,2.5605,0.795,0.4168,-14.646,-3.7434,11.862,78.458,99.821,1
24.448,10.089,2.5841,0.6311,0.3495,3.0357,11.554,-12.52,73.077,117.52,1
112.1,26.698,2.8913,0.463,0.287,-53.004,-70.665,-22.114,18.402,324.71,1
29.977,16.964,2.8096,0.3287,0.1698,-1.7394,21.416,-10.013,10.579,237.56,1
28.365,8.8107,2.537,0.5369,0.3324,12.414,25.634,-6.0112,50.318,150.03,1
25.568,7.4485,2.5257,0.7158,0.388,-4.4429,17.106,5.0719,9.8852,115.15,1
149.85,46.936,3.2299,0.1746,0.0936,226.87,-120.68,19.256,60.439,155.03,1
17.763,7.0232,2.357,0.8571,0.4945,-6.8579,8.3954,5.4142,67.345,185.68,1
20.767,8.8377,2.3802,0.6458,0.3646,-23.825,-11.017,-2.6001,55.07,93.508,1
56.602,25.027,3.1268,0.2114,0.1206,67.51,24.961,9.7653,77.158,171.74,1
22.195,11.309,2.4556,0.5744,0.359,3.9717,19.721,8.3117,36.08,46.643,1
39.618,11.253,2.8256,0.3607,0.2643,14.983,36.968,0.9761,6.6547,168.33,1
17.567,8.9286,2.5176,0.5196,0.2957,2.7447,9.885,-9.7273,68.185,199.9,1
147.47,57.931,3.1745,0.273,0.1589,-104.58,-150.18,41.905,57.359,282.84,1
74.303,25.052,2.9592,0.1881,0.0896,26.8,-33.068,-18.822,53.466,232.15,1
112.15,22.189,3.3069,0.225,0.1013,25.906,76.711,-29.802,9.6688,177.16,1
31.077,18.184,2.7189,0.4355,0.2397,-5.9339,15.287,14.583,37.053,141.62,1
205.97,61.802,3.2665,0.2409,0.1337,-242.36,-163.37,52.735,21.546,273.98,1
15.34,14.74,2.6245,0.5811,0.3569,-5.3281,9.0276,-17.413,64.417,220.14,1
121.58,24.005,2.9664,0.3009,0.1559,-82.112,-117.78,13.108,66.172,56.444,1
